Study_ID,Location_ID,Study_Specific_Location_ID,Field_Collection_Type,Field_Collector,Field_Collection_Start_Date,Field_Collection_Start_Time,Field_Collection_End_Date,Field_Collection_End_Time,Field_Collection_Comment,Field_Collection_Area,Field_Collection_Area_Units,Field_Collection_Reference_Point,Field_Collection_Upper_Depth,Field_Collection_Lower_Depth,Field_Collection_Depth_Units,Well_Water_Level_Measuring_Point_or_TOC_ID,Sample_ID,Sample_Field_Replicate_ID,Sample_Replicate_Flag,Sample_Sub_ID,Sample_Composite_Flag,Storm_Event_Qualifier,Sample_Matrix,Sample_Source,Sample_Use,Sample_Collection_Method,Sample_Preparation_Method,Sample_Method_Other,Sample_Taxon_Name,Sample_Taxon_TSN,Sample_Tissue_Type,Sample_Percent_Sorted,Result_Parameter_Name,Result_Parameter_CAS_Number,Lab_Analysis_Date,Lab_Analysis_Date_Accuracy,Lab_Analysis_Time,Result_Value,Result_Value_Units,Result_Reporting_Limit,Result_Reporting_Limit_Type,Result_Detection_Limit,Result_Detection_Limit_Type,Result_Data_Qualifier,Fraction_Analyzed,Field_Filtered_Flag,Result_Basis,Digestion_Method,Water_Level_Accuracy,Result_Method,Result_Comment,Result_Additional_Comment,Result_Lab_Replicate_ID,Result_Lab_Name,Result_Validation_Level,Result_Taxon_Name,Result_Taxon_TSN,Result_Taxon_Unidentified_Species,Result_Taxon_Life_Stage,QC_Blank_Type,QC_Blank_Censor_Factor,Lab_Batch_ID,Lab_GC_Column_ID,Column1
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Limnephilidae,115933,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Philopotamidae,115257,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Dolophilodes,115319,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,7,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila Betteni Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Rhyacophila Brunnea/Vemna Groups,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Leptophlebiidae,101095,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Ephemerella Excrucians Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,88,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Baetis tricaudatus complex,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,98,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Cinygmula,100557,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Ironodes,100666,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,11,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Sphaeriidae,81389,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,7,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Promenetus,76621,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Truncatelloidea,0,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/30/2019,,,,Sandy substrate. Sampled 4 riffles u/s of little bridge to pumphouse.,8,ft2,,,,,,Vash_Chris/19,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,50,Number of Individual Organisms,,43830,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,Vash_Chris/19,,"Rhithron Associates Inc, Missoula MT",,Polycelis,54510,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Fridericia,204785,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Mesenchytraeus,68544,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Naididae,68854,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Tubificinae,0,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Lumbriculidae,68440,,,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Oribatida,733326,,Adult,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,5,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Lara,114137,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,15,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Narpus concolor,114144,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Araeopidius monachus,708487,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Chelifera,136305,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Neoplasta,136352,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Glutops,130915,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Ceratopogoninae,127338,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Polypedilum,129657,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,8,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Micropsectra,129890,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,Orthocladiinae Genus 5 (Coffman and Ferrington),VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,Orthocladiinae Genus 5 (Coffman and Ferrington),VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae,128457,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,37,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Brillia,128477,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Brillia,128477,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Corynoneura,128563,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Eukiefferiella,128689,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Eukiefferiella,128689,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Heleniella,128730,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Orthocladiinae sp. RAI # 0001,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Parakiefferiella,128968,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,5,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Parametriocnemus,128978,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Parametriocnemus,128978,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Thienemanniella,129182,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,12,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Tvetenia Bavarica Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Zavrelimyia,128259,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,42,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Simulium,126774,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,4,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Simulium,126774,,Pupa,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Psychodidae,125351,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,10,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Rhabdomastix Fascigera Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Limnophila,120164,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,14,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Dicranota,121027,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Tipula,119037,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Capniidae,102643,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,61,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Zapada cinctipes,102594,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,1,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Zapada Oregonensis Group,0,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Chloroperlidae,103202,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,6,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Sweltsa,103273,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Paraperlinae,609856,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,2,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Yoraperla,102510,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,3,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Hesperoperla pacifica,102972,,Larva,,,,,
Vashon,VashChris,VashChris,Sample,GovLocal,9/26/2018,,,,Lots of small woody debris.,8,ft2,,,,,,VashChris_18,,N,,Y,,Solid/Sediment,Freshwater Taxonomy,,SURBER,,,,,,66.67,Number of Individual Organisms,,43465,U,,9,Count,,,,,,,,,,,ID-COUNT-LEVEL2,,VashChris_18,,"Rhithron Associates Inc, Missoula MT",,Kogotus,103149,,Larva,,,,,
